ccaa_iso;fecha;num_casos;casos_ac;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_otras;num_casos_prueba_desconocida
CB;2020-03-24;57;1178;57;0;0;0
CB;2020-03-25;57;1235;57;0;0;0
CB;2020-03-26;39;1274;39;0;0;0
CB;2020-03-27;74;1348;74;0;0;0
CB;2020-03-28;68;1416;68;0;0;0
CB;2020-03-29;39;1455;39;0;0;0
CB;2020-03-30;27;1482;27;0;0;0
CB;2020-03-31;33;1515;33;0;0;0
CB;2020-04-01;72;1587;72;0;0;0
CB;2020-04-02;53;1640;53;0;0;0
CB;2020-04-03;34;1674;34;0;0;0
CB;2020-04-04;62;1736;62;0;0;0
CB;2020-04-05;25;1761;25;0;0;0
CB;2020-04-06;28;1789;27;1;0;0
CB;2020-04-07;13;1802;13;0;0;0
CB;2020-04-08;26;1828;26;0;0;0
CB;2020-04-09;23;1851;23;0;0;0
CB;2020-04-10;29;1880;29;0;0;0
CB;2020-04-11;24;1904;24;0;0;0
CB;2020-04-12;46;1950;46;0;0;0
CB;2020-04-13;35;1985;35;0;0;0
CB;2020-04-14;14;1999;14;0;0;0
CB;2020-04-15;17;2016;17;0;0;0
CB;2020-04-16;18;2034;18;0;0;0
CB;2020-04-17;26;2060;26;0;0;0
CB;2020-04-18;13;2073;13;0;0;0
CB;2020-04-19;15;2088;15;0;0;0
CB;2020-04-20;24;2112;24;0;0;0
CB;2020-04-21;10;2122;10;0;0;0
CB;2020-04-22;26;2148;26;0;0;0
CB;2020-04-23;26;2174;26;0;0;0
CB;2020-04-24;13;2187;13;0;0;0
CB;2020-04-25;12;2199;12;0;0;0
CB;2020-04-26;4;2203;4;0;0;0
CB;2020-04-27;2;2205;2;0;0;0
CB;2020-04-28;5;2210;5;0;0;0
CB;2020-04-29;4;2214;4;0;0;0
CB;2020-04-30;12;2226;12;0;0;0
CB;2020-05-01;16;2242;16;0;0;0
CB;2020-05-02;0;2242;0;0;0;0
CB;2020-05-03;3;2245;3;0;0;0
CB;2020-05-04;1;2246;1;0;0;0
CB;2020-05-05;10;2256;10;0;0;0
CB;2020-05-06;5;2261;5;0;0;0
CB;2020-05-07;0;2261;0;0;0;0
CB;2020-05-08;2;2263;2;0;0;0
CB;2020-05-09;1;2264;1;0;0;0
CB;2020-05-10;5;2269;4;1;0;0
CB;2020-05-11;3;2272;2;1;0;0
CB;2020-05-12;2;2274;1;1;0;0
CB;2020-05-13;2;2276;2;0;0;0
CB;2020-05-14;2;2278;2;0;0;0
CB;2020-05-15;5;2283;5;0;0;0
CB;2020-05-16;1;2284;1;0;0;0
CB;2020-05-17;1;2285;1;0;0;0
CB;2020-05-18;2;2287;2;0;0;0
CB;2020-05-19;2;2289;2;0;0;0
CB;2020-05-20;2;2291;2;0;0;0
CB;2020-05-21;2;2293;2;0;0;0
CB;2020-05-22;1;2294;1;0;0;0
CB;2020-05-23;3;2297;3;0;0;0
CB;2020-05-24;1;2298;1;0;0;0
CB;2020-05-25;1;2299;1;0;0;0
CB;2020-05-26;2;2301;2;0;0;0
CB;2020-05-27;1;2302;1;0;0;0
CB;2020-05-28;1;2303;1;0;0;0
CB;2020-05-29;2;2305;2;0;0;0
CB;2020-05-30;1;2306;1;0;0;0
CB;2020-05-31;1;2307;1;0;0;0
CB;2020-06-01;4;2311;4;0;0;0
CB;2020-06-02;1;2312;1;0;0;0
CB;2020-06-03;0;2312;0;0;0;0
