"","longitude","latitude","username","total_oc"
"1880",12.46623368,41.90215729,"Oscar Cabrera",2
"1881",12.41846646,41.89234166,"frazgo",2
"1882",12.5,41.9,"sbrufoncello",2
"1883",12.5,41.9,"Kostis Bak D",2
"1884",12.5,41.9,"paola guarnera",2
"1885",12.5,41.9,"Karman srl",2
"1886",12.48,41.87444,"Greg Miller, Ph.D.",2
"1887",12.46016,41.90386,"pidu",2
"1888",12.48645329,41.89902464,"Simone Haddad",2
"1889",12.48305556,41.89458333,"Oscar Cabrera",2
"1890",12.49244213,41.89023406,"frazgo",2
"1891",12.47187446,41.89793294,"Emre YILMAZ",2
"1892",12.4658,41.8753,"zona artigianale",2
"1893",12.53297377,41.86154895,"Alessio Proietti",2
"1894",12.48330653,41.90094747,"Shero",2
"1895",12.54722,41.87618,"Miikelangelo",2
"1896",12.45790476,41.90264382,"Jenn",2
"1897",12.45409805,41.90704631,"April del Rosario",2
"1898",12.5,41.9,"Andrea Esposito",2
"1899",12.481111,41.826944,"Camillo della Nebbia",2
"1900",12.45444444,41.90638889,"frazgo",2
"1901",12.454032,41.902273,"frazgo",2
"1902",12.5643045,41.8851082,"Francesco Ceglie",2
"1903",12.5,41.9,"Antonio Cifariello",2
"1904",12.49349912,41.90080501,"Augusto Santori",2
"1905",12.46895613,41.89178274,"Lucia macias",2
"1906",12.5,41.9,"MosaicoGroup",2
"1907",12.5,41.9,"Fabio Domesi",2
"1908",12.65621488,41.91939576,"☮ Dave Loruxury ☮",2
"1909",12.48256254,41.89318644,"Ganesh Shankar",2
"1910",12.4792975,41.9008551,"Alessio Viscardi",2
"1911",12.49158426,41.89082967,"Taylor Loughran",2
"1912",12.55681,41.87585,"Lali⚘",2
"1913",12.47317819,41.8983393,"mark madonna",2
"1914",12.48330653,41.90094747,"Naz.",2
"1915",12.49244213,41.89023406,"fotovisions",2
"1916",12.54218194,41.8658903,"Emanuela Valente",2
"1917",12.52539898,41.88919937,"Sara Sonia",2
"1918",12.49860079,41.88871634,"scatola",2
"1919",12.470794,41.892336,"Gianfel Boncristiano",2
"1920",12.483245,41.900943,"Shero",2
"1921",12.5,41.9,"nancy Reints",2
"1922",12.5,41.9,"Katie Collins",2
"1923",12.59072008,41.79948551,"Alan Carrillo",2
"1924",12.45289832,41.90991349,"Andrea LD",2
"1925",12.45790476,41.90264382,"Raimondo-Mario",2
"1926",12.4745488,41.929705,"Russia News",2
"1927",12.4710067,41.9001616,"rossella castaldo",2
"1928",12.502939,41.904945,"Paolo Cranfan",2
"1929",12.454032,41.902273,"CRISTOBAL ILIGARAY",2
"1930",12.5,41.9,"Lali⚘",2
"1931",12.457874,41.933699,"Renato Balestra",2
"1932",12.5,41.9,"IMRI",2
"1933",12.4507999,41.90759,"Ian Mayer",2
"1934",12.45409805,41.90704631,"Miikelangelo",2
"1935",12.47013,41.89709,"Round Robin Editrice",2
"1936",12.48198956,41.91684658,"Annalisa Lupo",2
"1937",12.5,41.9,"Aro Varse",2
"1938",12.504101,41.89419551,"Miikelangelo",2
"1939",12.47294954,41.87457081,"Enrico Pallocca Blog",2
"1940",12.5,41.9,"م.فهد | Eng.Fahad",2
"1941",12.55403405,41.88987653,"Valerio Stay Fish",2
"1942",12.5,41.9,"andrea casta",2
"1943",12.49127,41.8964799,"La Voz De Chile",2
"1944",12.482636,41.9004628,"Lin",2
"1945",12.49841385,41.88877155,"Greg Miller, Ph.D.",2
"1946",12.4745488,41.929705,"Camillo della Nebbia",2
"1947",12.49244213,41.89023406,"jprgtattoo Pablo",2
"1948",12.48853454,41.88296205,"Tiare",2
"1949",12.46623368,41.90215729,"Andrea Teijeiro",2
"1950",12.48997,41.90527,"roberto leofrigio",2
"1951",12.45896,41.90628,"Pavart",2
"1952",12.50234729,41.91882647,"Лариса Хомченко",2
"1953",12.47681535,41.89921809,"Free Tour Rome",2
"1954",12.48488,41.91868,"Anna Franco",2
"1955",12.47528495,41.8125661,"Alessandro Panella",2
"1956",12.4646273,41.8625183,"Marco De Nisi",2
"1957",12.46623368,41.90215729,"Demontita Of Manila",2
"1958",12.45790476,41.90264382,"Alevtina Serova",2
"1959",12.50196194,41.90058289,"Alberto Accogli",2
"1960",12.4745488,41.929705,"Alvaro Moretti",2
"1961",12.5,41.9,"Elena Atzori",2
"1962",12.51660561,41.89644465,"scatola",2
"1963",12.46623368,41.90215729,"Javier B.",2
"1964",12.48189708,41.90323183,"Gabriele Crudele ♫",2
"1965",12.454032,41.902273,"Virginia KurosKi",2
"1966",12.476799,41.858678,"Rene E. Galindo",2
"1967",12.49244213,41.89023406,"Roger Redifer",2
"1968",12.5,41.9,"John McMahon",2
"1969",12.46961,41.89614,"Massimiliano Padovan",2
"1970",12.50814516,41.88098671,"MassimoDeSantisPage",2
"1971",12.5,41.9,"Brain Factory",2
"1972",12.50264004,41.90049883,"DaSNyB",2
"1973",12.50019,41.9104699,"Marilena Borio",2
"1974",12.47257,41.89716,"Giulia Possanzini",2
"1975",12.5,41.9,"KorKi",2
"1976",12.49328703,41.89331777,"Rene E. Galindo",2
"1977",12.49316383,41.89327137,"Rene E. Galindo",2
"1978",12.47305556,41.89888889,"RoseAnn Rapp",2
"1979",12.48753182,41.91102523,"Claudia Gagliardi",2
"1980",12.5,41.9,"Javier B.",2
"1981",12.476317,41.910714,"Enrico Pallocca Blog",2
"1982",12.5,41.9,"Andrea Gamberini",2
"1983",12.5,41.9,"Nicole Lem",2
"1984",12.4854013,41.8919637,"Darius Arya",2
"1985",12.5,41.9,"Dani Griffin",2
"1986",12.45540093,41.92005636,"massimilianovado",2
"1987",12.47681535,41.89921809,"Ilian Rachov",2
"1988",12.5,41.9,"Veronica Del Fiacco",2
"1989",12.4963655,41.9027835,"Kaleidoglobe",2
"1990",12.47681535,41.89921809,"Marcela Atienza",2
"1991",12.51149486,41.91408639,"Alessandro",2
"1992",12.45790476,41.90264382,"Maciel Oficial",2
"1993",12.46686981,41.89996488,"AV",2
"1994",12.535143,41.886592,"Nemo420🌱",2
"1995",12.48205833,41.90595,"Sam Tambago",2
"1996",12.48795,41.92291,"Pierfrancesco Bove",2
"1997",12.4849,41.90266,"Olio Flaminio",2
"1998",12.5,41.9,"Nate Holzapfel",2
"1999",12.4973613,41.90064024,"Frankie Bibingka",2
"2000",12.4699438,41.83414717,"VegetarianTraveller",2
"2001",12.46599,41.89452,"Round Robin Editrice",2
"2002",12.4849,41.90266,"aranciatina",2
"2003",12.52596167,41.94853833,"cdebora",2
"2004",12.482636,41.9004628,"Péricles Mendel",2
"2005",12.4888826,41.8826462,"CHAMISA INNOCENT",2
"2006",12.5,41.9,"Malena Di Bello",2
"2007",12.47152114,41.90210089,"Cri Braganò",2
"2008",12.5025612,41.89934473,"Jörg",2
"2009",12.4849,41.90266,"Anna Di Risio",2
"2010",12.5,41.9,"Capitalis Imm.re",2
"2011",12.470794,41.892336,"shantivix",2
"2012",12.47983046,41.91028119,"Salvatore Cuturi",2
"2013",12.51682249,41.92554875,"sweet king cafè",2
"2014",12.5,41.9,"Exclusivevent",2
"2015",12.4849,41.90266,"Marcela Atienza",2
"2016",12.482636,41.9004628,"Shana_rj",2
"2017",12.5,41.9,"Murdock",2
"2018",12.50814516,41.88098671,"Shana_rj",2
"2019",12.50814516,41.88098671,"valentina",2
"2020",12.49244213,41.89023406,"Shana_rj",2
"2021",12.48355,41.90605,"#Avvistavip ©",2
"2022",12.46647,41.928557,"William Nessuno",2
"2023",12.49237776,41.89063339,"Rene E. Galindo",2
"2024",12.5,41.9,"Salvatore De Stefano",2
"2025",12.56138,41.85879,"PaoloMagrelliTRAINER",2
"2026",12.4849,41.90266,"Ilmioviaggi0",2
"2027",12.5,41.9,"César Andrés Gamboa",2
"2028",12.5,41.9,"Shanti",2
"2029",12.466,41.836,"Roby Clifford",2
"2030",12.49244213,41.89023406,"AV",2
"2031",12.5,41.9,"Italy on a Budget",2
"2032",12.4698356,41.90609802,"massimilianovado",2
"2033",12.59072008,41.79948551,"Viktor Székely",2
"2034",12.5,41.9,"monica guerritore",2
"2035",12.5,41.9,"Carles Parreu",2
"2036",12.476317,41.910714,"MiKe Priore",2
"2037",12.45790476,41.90264382,"Paula",2
"2038",12.46412,41.87473,"lospasso",2
"2039",12.47089863,41.83108828,"Manuel Farris",2
"2040",12.5,41.9,"EMTS ENTERTAINMENT",2
"2041",12.4714603,41.8860207,"Shannon Earley",2
"2042",12.47975145,41.93384529,"Davide Ricciardi",2
"2043",12.45572205,41.84786841,"Rene E. Galindo",2
"2044",12.4849,41.90266,"Enrico Ciccarelli",2
"2045",12.46411,41.9158,"RBNZ",2
"2046",12.5,41.9,"Greg Miller, Ph.D.",2
"2047",12.4783917,41.85618091,"Jörg",2
"2048",12.45409805,41.90704631,"MADAM LA BOUCHE✖️",2
"2049",12.48330653,41.90094747,"H A J A R",2
"2050",12.4413641,41.9762701,"SuXGio",2
"2051",12.5,41.9,"Paulina Goldberg",2
"2052",12.48205833,41.90595,"MiKe Priore",2
"2053",12.5,41.9,"sperezdecamino م",2
"2054",12.5,41.9,"lucrezia valia",2
"2055",12.47706193,41.90555945,"scatola",2
"2056",12.49349912,41.90080501,"Daryo Ren",2
"2057",12.51257312,41.91421631,"Elio Minerva",2
"2058",12.47817,41.90832,"HowROMEdoesit",2
"2059",12.43386851,41.97134491,"SuXGio",2
"2060",12.5,41.9,"Anthon Cauper",2
"2061",12.5,41.9,"Ray",2
"2062",12.48954484,41.90840773,"Anna Kathrina Casino",2
"2063",12.49158426,41.89082967,"Matheus Passos",2
"2064",12.46834353,41.89202095,"Paul Wiggins",2
"2065",12.5,41.9,"NeigE",2
"2066",12.4849,41.90266,"paolo ⭐ stella",2
"2067",12.440682,41.976322,"SuXGio",2
"2068",12.49244213,41.89023406,"JanMell",2
"2069",12.482636,41.9004628,"Paulina Goldberg",2
"2070",12.482636,41.9004628,"kiera✨",2
"2071",12.454032,41.902273,"Paulina Goldberg",2
"2072",12.5,41.9,"SNAP: LucasEstevam1",2
"2073",12.45844284,41.85313055,"Rene E. Galindo",2
"2074",12.46623368,41.90215729,"Alejandro Ovalle",2
"2075",12.5,41.9,"ANDREAS SOLARO",2
"2076",12.49244213,41.89023406,"bryan hernandez",2
"2077",12.482636,41.9004628,"Sem@ Ertürk",2
"2078",12.463333,41.839444,"Massimo Bruno",2
"2079",12.4690367,41.88325245,"francesca paci",2
"2080",12.4792975,41.9008551,"MikyRoma",2
"2081",12.478012,41.876615,"PAOLO MONACHESI",2
"2082",12.5,41.9,"Gogo Avgerinopoulou",2
"2083",12.49244213,41.89023406,"JB",2
"2084",12.454032,41.902273,"Majo",2
"2085",12.469109,41.939465,"Alessandro Panella",2
"2086",12.5,41.9,"Lighting and",2
"2087",12.46686981,41.89996488,"Javier Castrillo",2
"2088",12.5,41.9,"Patrick vom Bruck",2
"2089",12.4714603,41.8860207,"cuentameunafoto",2
"2090",12.43693924,41.9713352,"SuXGio",2
"2091",12.5,41.9,"Araceli Ricle",2
"2092",12.46173199,41.90712355,"Viktor Székely",2
"2093",12.5,41.9,"Meraj Chhaya",2
"2094",12.525835,41.8891018,"ContestaRockHair",2
"2095",12.48280567,41.89322289,"Jutta A. Mele-Maurer",2
"2096",12.49244213,41.89023406,"Thiago Lopes",2
"2097",12.4951128,41.8894338,"Greg Miller, Ph.D.",2
"2098",12.46638889,41.91777778,"Chaimaa Fatihi",2
"2099",12.4714603,41.8860207,"Juanelo",2
"2100",12.5,41.9,"Nando Buciardo",2
"2101",12.5,41.9,"Annalisa Lagrasta",2
"2102",12.52671057,41.90870773,"Bikini*Bandit",2
"2103",12.52968,41.88774,"SILVIO ACOSTA",2
"2104",12.5704014,41.8597344,"Leonisio Schepis",2
"2105",12.5,41.9,"Gee",2
"2106",12.454032,41.902273,"Marco Castellani P.",2
"2107",12.4628349,41.9079507,"antonio",2
"2108",12.49588916,41.90233993,"Mr. James Dean",2
"2109",12.5,41.9,"Christian Battistoni",2
"2110",12.45545,41.9292299,"Tommy GC Gladius79",2
"2111",12.5,41.9,"Владимир Мастер",2
"2112",12.46623368,41.90215729,"Shana_rj",2
"2113",12.4459789,41.9287708,"Adelina Sotnikova",2
"2114",12.49244213,41.89023406,"Damien Hird",2
"2115",12.57561208,41.85044835,"cesar jose piombo",2
"2116",12.53081287,41.8665591,"Giulia Latini",2
"2117",12.5,41.9,"insolenza",2
"2118",12.5,41.9,"jiajiaboutique",2
"2119",12.45741274,41.93231176,"Laura",2
"2120",12.43921,41.9720016,"SuXGio",2
"2121",12.55262221,41.8903147,"Valerio Stay Fish",2
"2122",12.49244213,41.89023406,"Diógenes Dantas",2
"2123",12.570435,41.8597211,"Leonisio Schepis",2
"2124",12.570379,41.859756,"Leonisio Schepis",2
"2125",12.46686981,41.89996488,"Jennifer Bohlen",2
"2126",12.50268,41.89356,"Jennifer Bohlen",2
"2127",12.48472509,41.79422985,"LellyRem",2
"2128",12.5370802,41.89250519,"Valerio Stay Fish",2
"2129",12.4273,41.962,"Johannes Beilharz",2
"2130",12.47597222,41.91152778,"Meraj Chhaya",2
"2131",12.46937,41.90673,"Gianmario Scolamiero",2
"2132",12.5377398,41.9110184,"MV Special K",2
"2133",12.482636,41.9004628,"Damo Mitchell",2
"2134",12.5241677,41.8000115,"lospasso",2
"2135",12.46686981,41.89996488,"Mr. James Dean",2
"2136",12.5,41.9,"Eleonora86",2
"2137",12.5,41.9,"Al-Farizi Altamerano",2
"2138",12.49138861,41.88189257,"Paolo Cranfan",2
"2139",12.49222222,41.88638889,"tiziano anna testa",2
"2140",12.5,41.9,"Mirko Carrarini",2
"2141",12.43792655,41.97178208,"SuXGio",2
"2142",12.48874,41.90909,"Giampaolo Trombetti",2
"2143",12.454032,41.902273,"GP",2
"2144",12.47292071,41.8896445,"Rene E. Galindo",2
"2145",12.49244213,41.89023406,"Gogo Avgerinopoulou",2
"2146",12.5,41.9,"asami watanabe",2
"2147",12.40642,41.90758,"King of Truffles ®",2
"2148",12.49244213,41.89023406,"Shoni-Louise",2
"2149",12.42140282,41.94254906,"John Cravatta",2
"2150",12.42164,41.89725,"Julianne Faria",2
"2151",12.5,41.9,"Pollyanna Stark",2
"2152",12.5,41.9,"Francesco Scambia",2
"2153",12.5,41.9,"Ladyhattan™",2
"2154",12.48824,41.92616,"Chiara Robiony",2
"2155",12.5,41.9,"Diego Maldonado",2
"2156",12.4810018,41.86398027,"Marco la Torre➖",2
"2157",12.4714603,41.8860207,"RoseAnn Rapp",2
"2158",12.46693866,41.92867638,"RoryPond",2
"2159",12.49222222,41.91416667,"VanessaIlli",2
"2160",12.5,41.9,"Alessandro Salvatori",2
"2161",12.454032,41.902273,"EKA",2
"2162",12.5704164,41.8596903,"Leonisio Schepis",2
"2163",12.484301,41.9010963,"Jackie Gonzalez",2
"2164",12.5703902,41.8597261,"Leonisio Schepis",2
"2165",12.50814516,41.88098671,"giorgio biferi",2
"2166",12.45536215,41.93296354,"AleErreUno#⃣8⃣5⃣",2
"2167",12.43645755,41.89152476,"Sophie Wilson",2
"2168",12.47305556,41.89888889,"Shana_rj",2
"2169",12.5,41.9,"Helen Wilson LeFrois",2
"2170",12.45990181,41.94616466,"Vito Stark ★",2
"2171",12.482636,41.9004628,"Sophie Wilson",2
"2172",12.5,41.9,"Steven H",2
"2173",12.48205833,41.90595,"Ms_ArAh",2
"2174",12.4714603,41.8860207,"Shana_rj",2
"2175",12.535143,41.886592,"Sara Ficocelli",2
"2176",12.482636,41.9004628,"Chrissy Morgan",2
"2177",12.49244213,41.89023406,"Maul E. Maimhands",2
"2178",12.49471786,41.90391427,"Paul Wiggins",2
"2179",12.5,41.9,"Christian J Floquet",2
"2180",12.499548,41.910645,"düzensiz_fiil",2
"2181",12.5,41.9,"SereOtti©",2
"2182",12.5,41.9,"Prash Chan 🚀💠",2
"2183",12.4201404,41.9343552,"Silvio Aló",2
"2184",12.5,41.9,"Juan Miro",2
"2185",12.5,41.9,"ilariasx8",2
"2186",12.469722,41.889444,"Shana_rj",2
"2187",12.4849,41.90266,"scatola",2
"2188",12.5,41.9,"Andrea Peña-Vasquez",2
"2189",12.4848323,41.9090777,"Alessio Bartolazzi",2
"2190",12.3762229,41.8649839,"Lello Costagliola",2
"2191",12.5,41.9,"Jose Bencosme",2
"2192",12.4833,41.9,"infosrv",2
"2193",12.45790476,41.90264382,"Gianpiero Gabriele",2
"2194",12.5,41.9,"luigi marino",2
"2195",12.45409805,41.90704631,"luigi marino",2
"2196",12.53481449,41.87877421,"Antonio Scigliano",2
"2197",12.454861,41.901255,"Daniela Rizzo",2
"2198",12.50292184,41.91329697,"Tom Chauveau",2
"2199",12.5,41.9,"Nirob Rain",2
"2200",12.5,41.9,"Lin",2
"2201",12.46869104,41.89055267,"Pavart",2
"2202",12.5,41.9,"Meg",2
"2203",12.477711,41.91013757,"Marchesa d'Aragona",2
"2204",12.48244,41.8623,"Sara Ficocelli",2
"2205",12.476317,41.910714,"ユリコタイガー",2
"2206",12.45702624,41.90222514,"Jocelle H. Hilario",2
"2207",12.48126128,41.89782618,"Marie Barbour",2
"2208",12.475556,41.849444,"andrea tupini",2
"2209",12.48330653,41.90094747,"Noviandi Herlambang",2
"2210",12.45536215,41.93296354,"indoroma   🇮🇩 🔶🔴",2
"2211",12.47681535,41.89921809,"simon",2
"2212",12.5,41.9,"Rise&Shine",2
"2213",12.49083333,41.88972222,"Mr. James Dean",2
"2214",12.48264,41.8934799,"Mr. James Dean",2
"2215",12.5,41.9,"Mia Castagnino",2
"2216",12.45790476,41.90264382,"Владимир Мастер",2
"2217",12.48628,41.90651,"JAMES INGHAM",2
"2218",12.44178555,41.88273833,"marco vignaroli",2
"2219",12.48360527,41.88517426,"Nubia Alonso",2
"2220",12.4745488,41.929705,"FoodConfidential",2
"2221",12.49244213,41.89023406,"Juanelo",2
"2222",12.454032,41.902273,"Maul E. Maimhands",2
"2223",12.454032,41.902273,"Shawn Tseng",2
"2224",12.456774,41.90244958,"Maul E. Maimhands",2
"2225",12.5,41.9,"ℳbah;  - 6 9  🥀",2
"2226",12.48537,41.87102,"Breanne Boland",2
"2227",12.47116,41.89074,"Diógenes Dantas",2
"2228",12.473075,41.898953,"Nubia Alonso",2
"2229",12.41916418,41.89061742,"emdad07",2
"2230",12.46623368,41.90215729,"Julien Binet ®",2
"2231",12.456774,41.90244958,"Julien Binet ®",2
"2232",12.52427877,41.86689307,"Alfonso Guaraldi",2
"2233",12.454032,41.902273,"Julien Binet ®",2
"2234",12.4784887,41.89226577,"Marco Calvarese",2
"2235",12.56998974,41.85111265,"Martina Tonarelli",2
"2236",12.5,41.9,"Boslman 🎓",2
"2237",12.4505793,41.91039958,"Pentole Agnelli Roma",2
"2238",12.47583343,41.9118195,"Emilio Tempesta",2
"2239",12.42983301,41.9733285,"SuXGio",2
"2240",12.47847,41.89129,"Jun ichikawa",2
"2241",12.61930619,41.93822938,"Davide Giannoni",2
"2242",12.48853454,41.88296205,"silvia busacca",2
"2243",12.5,41.9,"Adrian Gajda",2
"2244",12.51642,41.89903,"Gianluigi Fazio",2
"2245",12.4852,41.8922,"Ricard Copovi",2
"2246",12.5,41.9,"Jean-Leonard Touadi",2
"2247",12.5057611,41.897058,"David Di Pietro",2
"2248",12.609987,41.913104,"Francesco Falconi",2
"2249",12.49306944,41.89387222,"Diógenes Dantas",2
"2250",12.47706193,41.90555945,"Angela Pavese",2
"2251",12.5,41.9,"Gianluca Liguori",2
"2252",12.53260347,41.91137092,"Marco Buceti",2
"2253",12.5,41.9,"Ricard Copovi",2
"2254",12.5157,41.89308,"Vania Della Bidia",2
"2255",12.37489197,41.74944868,"TabernaRomana",2
"2256",12.49244213,41.89023406,"Ricard Copovi",2
"2257",12.454032,41.902273,"G",2
"2258",12.49580032,41.9803625,"Maurizio Colantoni",2
"2259",12.49244213,41.89023406,"Craig Butcher",2
"2260",12.5765446,41.8862904,"Thomas Grazioso",2
"2261",12.5,41.9,"Francesca Piccioni",2
"2262",12.55683043,41.92094616,"Andrea Martinez",2
"2263",12.5,41.9,"Kirsty",2
"2264",12.49588916,41.90233993,"Diógenes Dantas",2
"2265",12.47843923,41.91801297,"Gennaro Siciliano",2
"2266",12.48969,41.91192,"June Astronaut",2
"2267",12.47305556,41.89888889,"🐯TigerJum",2
"2268",12.48825,41.89761,"Fabiano Lioi",2
"2269",12.46623368,41.90215729,"cesar aviles",2
"2270",12.48093544,41.90108937,"Maria Teresa Nicastr",2
"2271",12.49244213,41.89023406,"pipi🌙",2
"2272",12.4435585,41.81452,"Riccardo A. Ronconi",2
"2273",12.4335802,41.7869357,"sira",2
"2274",12.5,41.9,"Giangiola",2
"2275",12.5,41.9,"Urban_Ent_Cz",2
"2276",12.5,41.9,"SteBiDi",2
"2277",12.5,41.9,"Travel by Lilian",2
"2278",12.46061395,41.89156833,"Luke Eve",2
"2279",12.5,41.9,"G",2
"2280",12.50264004,41.90049883,"望月拓治",2
"2281",12.49918333,41.897125,"alejandro maciel",2
"2282",12.53785499,41.95717318,"Rise&Shine",2
"2283",12.454032,41.902273,"Sean Allen",2
"2284",12.63451905,41.86776398,"Valerio Stay Fish",2
"2285",12.42377163,41.89654637,"kischtrine",2
"2286",12.5,41.9,"Hans E.Mathisen",2
"2287",12.4913904,41.9175667,"VinoTv_byCG",2
"2288",12.50043,41.91695,"William Nessuno",2
"2289",12.47356033,41.94669961,"MpuntoComunicazione",2
"2290",12.48319672,41.8933451,"Riccardo A. Ronconi",2
"2291",12.5,41.9,"Giuliano",2
"2292",12.46623368,41.90215729,"Raimondo-Mario",2
"2293",12.48566508,41.89322614,"Лариса Хомченко",2
"2294",12.4409565,41.7815076,"Antony",2
"2295",12.61572333,41.81467173,"André Peixoto",2
"2296",12.45409805,41.90704631,"Alison Gold",2
"2297",12.47862,41.8922,"brasitalia100",2
"2298",12.50032662,41.90366491,"Andidero Management",2
"2299",12.45790476,41.90264382,"Leonardo Castello",2
"2300",12.50814516,41.88098671,"Bruno A. Porcellana",2
"2301",12.4413046,41.7812089,"Antony",2
"2302",12.50814516,41.88098671,"Giovanni Pianta",2
"2303",12.46826,41.89022,"1701 Franciacorta",2
"2304",12.5,41.9,"Karo´s Photodiary",2
"2305",12.5,41.9,"♠RegazzinoFromHell",2
"2306",12.5,41.9,"Sal Da Vinci",2
"2307",12.46842,41.9005,"Anna Savina",2
"2308",12.5,41.9,"Christian",2
"2309",12.51347772,41.88472081,"Anna Di Risio",2
"2310",12.48204,41.90511,"Marchesa d'Aragona",2
"2311",12.46693866,41.92867638,"Luke Eve",2
"2312",12.5008946,41.8935525,"Barbara Foria",2
"2313",12.47722222,41.89083333,"Luke Eve",2
"2314",12.5,41.9,"Sandra Lovisco",2
"2315",12.36171,41.88,"Puccio Panettieri",2
"2316",12.57561208,41.85044835,"Giovanni Cantarella",2
"2317",12.4506599,41.9101,"John Cravatta",2
"2318",12.458048,41.84798,"lux.lucis",2
"2319",12.482636,41.9004628,"Christopher Trent",2
"2320",12.45773,41.90724,"Pasticceria Parenti",2
"2321",12.55111111,41.83027778,"Daniela Delogu",2
"2322",12.48472509,41.79422985,"Federica Sbordone",2
"2323",12.49177787,41.89119082,"Mocos.",2
"2324",12.5,41.9,"QUIGLEYart",2
"2325",12.47684,41.89979,"George's Roma",2
"2326",12.47977778,41.899,"Ryan Smith",2
"2327",12.46623368,41.90215729,"Breanne Boland",2
"2328",12.47789,41.90702,"eleonora marsella",2
"2329",12.5,41.9,"Brendan Shane Monroe",2
"2330",12.49158426,41.89082967,"Rafael Ornelas",2
"2331",12.49244213,41.89023406,"Frank J. Dürring",2
"2332",12.47833333,41.89805556,"St. Mary Des Plaines",2
"2333",12.4243784,41.90256451,"SuXGio",2
"2334",12.49158426,41.89082967,"Sean Allen",2
"2335",12.5,41.9,"valentina pellitteri",2
"2336",12.46686981,41.89996488,"Ryan Smith",2
"2337",12.47869444,41.90341667,"Eszter Badics",2
"2338",12.5237,41.8815,"Micheel Pedreira",2
"2339",12.4942553,41.9010952,"Opera in Roma",2
"2340",12.45444444,41.90638889,"Karo´s Photodiary",2
"2341",12.48,41.8521,"andrea tupini",2
"2342",12.512533,41.9012867,"SHIVA GOPI",2
"2343",12.47466667,41.89958333,"vincenzo circosta",2
"2344",12.47684597,41.89926334,"Karo´s Photodiary",2
"2345",12.5333,41.7833,"Gilraen Minyatur",2
"2346",12.5,41.9,"Michael Whitaker Jr.",2
"2347",12.48264,41.8934799,"Alle Tattoo",2
"2348",12.48345091,41.90598054,"Marchesa d'Aragona",2
"2349",12.52355,41.91258,"Carlo Ricchi",2
"2350",12.4818126,41.87575916,"Pekka Pylkkanen",2
"2351",12.50347495,41.89365391,"Jennifer Bohlen",2
"2352",12.49244213,41.89023406,"Tracy Malone",2
"2353",12.46615648,41.91136368,"SuXGio",2
"2354",12.5,41.9,"Ottavio Mastropasqua",2
"2355",12.48205833,41.90595,"Virginia KurosKi",2
"2356",12.46869104,41.89055267,"Sil •",2
"2357",12.5,41.9,"Richard Hales",2
"2358",12.47029781,41.94137712,"Ramonaincucina.com",2
"2359",12.54945,41.88627,"RGB Light Experience",2
"2360",12.5,41.9,"St. Mary Des Plaines",2
"2361",12.5,41.9,"abdulaziz almubedel",2
"2362",12.49263945,41.78251669,"tiziano anna testa",2
"2363",12.45444444,41.90638889,"คนนอนดึก",2
"2364",12.47789284,41.8990239,"VitaLake",2
"2365",12.52426,41.87518,"Daniela Delogu",2
"2366",12.4825,41.89639,"Ricardo Meriño Cabas",2
"2367",12.45444444,41.90305556,"mcmack™",2
"2368",12.47427778,41.89919167,"Azerbaigiannews",2
"2369",12.40853846,41.98532608,"SuXGio",2
"2370",12.48264372,41.90046476,"Kate Ivanova",2
"2371",12.48235,41.90014,"Luis Radio",2
"2372",12.5,41.9,"Xabi",2
"2373",12.5,41.9,"Ciro Caldieri",2
"2374",12.5,41.9,"LateNightCruising",2
"2375",12.5,41.9,"mcmack™",2
"2376",12.49244213,41.89023406,"Ralph Lorenz Soliven",2
"2377",12.45790476,41.90264382,"reggie borgonia",2
"2378",12.48824,41.92616,"francesca de nardi",2
"2379",12.5,41.9,"Fulvio Gazzola",2
"2380",12.5,41.9,"DeboraScalzo",2
"2381",12.5889293,41.849473,"Giada",2
"2382",12.47777778,41.91833333,"silvia dem",2
"2383",12.5,41.9,"Sifu Kenneth Lin",2
"2384",12.466232,41.930593,"Daniela Delogu",2
"2385",12.5,41.9,"Marilena Borio",2
"2386",12.50114,41.90738,"TridenteCollection",2
"2387",12.5,41.9,"Barbara Muu",2
"2388",12.47665386,41.89498749,"Dave Tonkin",2
"2389",12.45409805,41.90704631,"Eric Nathan",2
"2390",12.4714603,41.8860207,"Maggie Leigh Walker",2
"2391",12.52444279,41.87397961,"Francesca Piccioni",2
"2392",12.47655,41.8828343,"Giuseppe di Martino",2
"2393",12.46411,41.9158,"Valentina BOOP",2
"2394",12.40506344,41.96085231,"SuXGio",2
"2395",12.4745193,41.865782,"Marco Passaro",2
"2396",12.45790476,41.90264382,"St. Mary Des Plaines",2
"2397",12.471389,41.9025,"Maario👣",2
"2398",12.47423915,41.92939745,"Alessio Çağrı DGM",2
"2399",12.47509313,41.90964338,"Silvia 🦄",2
"2400",12.49177787,41.89119082,"Reiseblog",2
"2401",12.48305556,41.89458333,"Britt Libot",2
"2402",12.45795554,41.90686576,"Borja García Salces",2
"2403",12.4923563,41.89001042,"Riccardo Del Zio",2
"2404",12.60349106,41.92838482,"Juan Ferrufino",2
"2405",12.47143507,41.89967777,"#weareallMates💕",2
"2406",12.47089863,41.83108828,"EUR TEL S.r.l.",2
"2407",12.5,41.9,"Daniele Cellini",2
"2408",12.5,41.9,"Isabella Goldmann",2
"2409",12.57561208,41.85044835,"Dave Tonkin",2
